Country Name,Country Code,62-67,67-72,72-77,77-82,82-87,87-92,92-97,97-02,02-07,07-12,12-17
El Salvador,SLV,-20275.0,-46671.0,-73253.0,-67519.0,-24936.0,-8467.0,-61701.0,14067.0,27115.0,45256.0,37721.0
Somalia,SOM,3238.0,-1910.0,1796103.0,-2250635.0,43745.0,-411217.0,822004.0,0.0,-199997.0,-33408.0,33403.0
Serbia,SRB,-1604.0,69093.0,28331.0,-18040.0,-17128.0,205836.0,-674250.0,219571.0,156775.0,149115.0,-9559.0
Sub-Saharan Africa (excluding high income),SSA,-85805.0,-82906.0,-23667.0,-918436.0,303980.0,758908.0,-1069673.0,20838.0,-804710.0,-715366.0,1199643.0
South Sudan,SSD,0.0,25000.0,35000.0,90000.0,-566233.0,-680843.0,1397076.0,132000.0,414611.0,-946611.0,-770998.0
Sub-Saharan Africa,SSF,-85931.0,-81628.0,-24134.0,-921323.0,301970.0,764607.0,-1070431.0,23727.0,-810069.0,-713641.0,1199643.0
Small states,SST,-5627.0,-2849.0,12293.0,88985.0,-1094.0,-288514.0,186813.0,295982.0,1026240.0,-507104.0,-131773.0
Sao Tome and Principe,STP,8408.0,-1765.0,1288.0,-4778.0,3809.0,-3409.0,-3952.0,1151.0,5009.0,-5009.0,-1.0
Suriname,SUR,-2812.0,-42958.0,16468.0,8581.0,26926.0,-350.0,-4994.0,1065.0,2639.0,1485.0,1.0
Slovak Republic,SVK,-31411.0,42584.0,5558.0,-25081.0,-535.0,20204.0,12144.0,4163.0,-10054.0,20201.0,-3923.0
Slovenia,SVN,7109.0,32892.0,16744.0,33677.0,-35754.0,-50070.0,18948.0,13511.0,24350.0,-22777.0,-6572.0
Sweden,SWE,50629.0,-112182.0,69769.0,-58768.0,104770.0,21891.0,-97990.0,83253.0,120730.0,-8495.0,-53958.0
Eswatini,SWZ,8045.0,-7460.0,1326.0,790.0,7092.0,-21034.0,-2595.0,-21967.0,9595.0,-3545.0,0.0
Seychelles,SYC,-126.0,1278.0,-467.0,-2887.0,-2010.0,5699.0,-758.0,2889.0,-5359.0,1725.0,0.0
Syrian Arab Republic,SYR,0.0,-65501.0,-80171.0,74671.0,-59500.0,76501.0,-60000.0,-249910.0,749910.0,-5756986.0,3250032.0
Chad,TCD,-35950.0,-8100.0,-126450.0,44255.0,132663.0,-11792.0,79818.0,149522.0,-143966.0,25000.0,-90000.0
East Asia & Pacific (IDA & IBRD countries),TEA,474784.0,-411624.0,-231444.0,815890.0,31274.0,-2497936.0,1810214.0,-4630930.0,-1278218.0,3128297.0,-22750.0
Europe & Central Asia (IDA & IBRD countries),TEC,369275.0,-914986.0,271191.0,379403.0,-1730989.0,-1714400.0,518053.0,2387672.0,981686.0,1994654.0,-1071270.0
Togo,TGO,216808.0,-188922.0,-50001.0,150001.0,-70001.0,-96499.0,196499.0,-113000.0,22402.0,604.0,-5.0
Thailand,THA,0.0,395572.0,-108346.0,52697.0,164481.0,-1111942.0,1323370.0,-342086.0,-314738.0,108306.0,-70092.0
Tajikistan,TJK,12443.0,-37747.0,-5233.0,-10383.0,-43925.0,-200793.0,-4954.0,92316.0,-849.0,8814.0,36975.0
Turkmenistan,TKM,1364.0,-2801.0,-30416.0,-30725.0,-3907.0,83335.0,-108307.0,-61209.0,63166.0,12715.0,25001.0
Latin America & the Caribbean (IDA & IBRD countries),TLA,-465978.0,-619348.0,-901753.0,125903.0,-698836.0,-307636.0,-326444.0,-543755.0,1601478.0,947999.0,431197.0
Timor-Leste,TLS,0.0,0.0,-51400.0,51400.0,0.0,0.0,-81574.0,53704.0,-10204.0,10044.0,1106.0
Middle East & North Africa (IDA & IBRD countries),TMN,-169211.0,-847478.0,437709.0,2252771.0,-847917.0,-773043.0,-972264.0,183115.0,-671394.0,-1517799.0,502441.0
Tonga,TON,-3305.0,-4604.0,-330.0,-4560.0,1589.0,-194.0,2545.0,600.0,74.0,-5231.0,8993.0
South Asia (IDA & IBRD),TSA,-333007.0,-448610.0,459385.0,-1894788.0,756507.0,2359532.0,-3171344.0,-1759511.0,-4295456.0,1100745.0,1465299.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,-85931.0,-81628.0,-24134.0,-921323.0,301970.0,764607.0,-1070431.0,23727.0,-810069.0,-713641.0,1199643.0
Trinidad and Tobago,TTO,-4512.0,32413.0,-1041.0,-3732.0,-11718.0,12574.0,-1449.0,16772.0,-1115.0,14606.0,0.0
Tunisia,TUN,45972.0,-542.0,24997.0,157650.0,-36583.0,91342.0,-180145.0,-103241.0,102404.0,-109359.0,130000.0
Turkey,TUR,-30002.0,-59999.0,-19998.0,189997.0,-30000.0,-19999.0,20001.0,60001.0,-10002.0,1813078.0,-343468.0
Tanzania,TZA,11018.0,84144.0,-145242.0,60102.0,33055.0,515978.0,-984801.0,100183.0,-200330.0,250418.0,50054.0
Uganda,UGA,-74995.0,-326116.0,96113.0,59998.0,320003.0,-90004.0,-290000.0,-70000.0,-249998.0,200006.0,1143463.0
Ukraine,UKR,-187002.0,-62564.0,-101820.0,84709.0,-189092.0,74421.0,-536685.0,296819.0,434986.0,-137387.0,-82153.0
Upper middle income,UMC,1070715.0,-1476570.0,39687.0,899467.0,-1785821.0,-1308581.0,1273925.0,398061.0,829788.0,7466087.0,-2201696.0
Uruguay,URY,-28000.0,-102000.0,76000.0,30000.0,0.0,10000.0,-6000.0,-78000.0,54000.0,20000.0,15000.0
United States,USA,-279674.0,1333292.0,881535.0,-388421.0,-15607.0,1096901.0,4396200.0,-3525061.0,93863.0,-467040.0,-187687.0
Uzbekistan,UZB,284546.0,-375506.0,1412.0,-257249.0,-170861.0,33254.0,80141.0,339.0,102167.0,73661.0,22155.0
St. Vincent and the Grenadines,VCT,-350.0,1258.0,1202.0,-104.0,167.0,-1538.0,750.0,2673.0,-398.0,2762.0,1934.0
"Venezuela, RB",VEN,-15710.0,-2220.0,180.0,260.0,-460.0,-3190.0,-2270.0,-18200.0,-177480.0,-230820.0,-2835203.0
Virgin Islands (U.S.),VIR,-7025.0,6162.0,-7446.0,-5453.0,-7664.0,6538.0,682.0,-1336.0,-995.0,1766.0,2247.0
Vietnam,VNM,0.0,0.0,-858895.0,531331.0,-4763.0,-61909.0,178235.0,-434998.0,-148970.0,399970.0,0.0
Vanuatu,VUT,-561.0,1989.0,-1211.0,-3568.0,387.0,2668.0,-6437.0,4811.0,-701.0,5060.0,-1185.0
World,WLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Samoa,WSM,-3401.0,-8111.0,-4065.0,284.0,-831.0,5528.0,-3143.0,1500.0,556.0,2896.0,-1824.0
"Yemen, Rep.",YEM,-145662.0,-115331.0,285993.0,25000.0,0.0,657781.0,-707781.0,-12150.0,46382.0,-9242.0,-74990.0
South Africa,ZAF,92809.0,23300.0,-149343.0,107682.0,-298999.0,970861.0,-212958.0,149080.0,73239.0,57476.0,-192671.0
Zambia,ZMB,13286.0,2042.0,-5000.0,35000.0,-85000.0,-75000.0,170000.0,-170000.0,-25000.0,125000.0,10000.0
Zimbabwe,ZWE,-26992.0,-3546.0,-106736.0,251351.0,-14714.0,-382590.0,-226435.0,-173146.0,185141.0,-110321.0,38709.0
